year;region;value
2010;World; 0.0000   
2011;World; 0.0300 
2012;World; 0.0600 
2013;World; 0.0900 
2014;World; 0.1200 
2015;World; 0.1500 
2016;World; 0.1800 
2017;World; 0.2100 
2018;World; 0.2400 
2019;World; 0.2700 
2020;World; 0.3000 
2021;World; 0.3110 
2022;World; 0.3220 
2023;World; 0.3330 
2024;World; 0.3440 
2025;World; 0.3550 
2026;World; 0.3660 
2027;World; 0.3770 
2028;World; 0.3880 
2029;World; 0.3990 
2030;World; 0.4100 
