year;region;value
2010;World; 0.0000
2011;World; 0.0370 
2012;World; 0.0740 
2013;World; 0.1110 
2014;World; 0.1480 
2015;World; 0.1850 
2016;World; 0.2220 
2017;World; 0.2590 
2018;World; 0.2960 
2019;World; 0.3330 
2020;World; 0.3700 
2021;World; 0.3890 
2022;World; 0.4080 
2023;World; 0.4270 
2024;World; 0.4460 
2025;World; 0.4650 
2026;World; 0.4840 
2027;World; 0.5030 
2028;World; 0.5220 
2029;World; 0.5410 
2030;World; 0.5600 
